username,classification,company,location,repos
xiaomingk,unknown,,,gh:niclasmattsson/supergrid
xiaoning11111,unknown,,,gh:prep-next/prep-shot
xiaopenhu,unknown,,CHN,gh:prep-next/prep-shot
xiaoqianzi15,unknown,,AUS,gh:matpower/matpower
xiaowangtongxuer,unknown,,,gh:prep-next/prep-shot
xiaowenwang0612,unknown,,,gh:nreca-bts/omf
xiaoyaodashe,academic,stony brook university,USA,"gh:curent/andes,gh:natlabrockies/paraemt_public"
xiaoyuan95271,unknown,,,gh:e2niee/pandapower
xiaoyuyang,unknown,,,gh:osemosys/osemosys
xiaoyw71,unknown,,,gh:pypsa/pypsa
xiaweijie1996,academic,delft university of technology,,"gh:gridfm/gridfm-graphkit,gh:rebase-energy/enflow"
xiayu0813,unknown,,,"gh:curent/andes,gh:sanpen/veragrid"
xiboyanpepa,unknown,,,gh:bje-/nemo
xiehaipeng,unknown,,,gh:anl-ceeesa/unitcommitment.jl
xiers819,unknown,,,gh:e2niee/pandapower
xieruijx,academic,hunan university,CHN,gh:lanl-ansi/powermodels.jl
xieshuai13,unknown,,,gh:prep-next/prep-shot
xiewei18,academic,fudan university,CHN,gh:iiasa/message_ix
xiliumz,industry,,IDN,gh:akkudoktor-eos/eos
ximex,industry,ms.gis gmbh,AUT,gh:akkudoktor-eos/eos
xinglu-pnnl,government,,USA,gh:openipsl/openipsl
xingyu-yan,industry,,CHN,gh:pypsa/pypsa
xingyu1528,unknown,,,gh:grid2op/grid2op
xinleiw2,unknown,,,gh:prep-next/prep-shot
xinranwangxwan559,academic,,,gh:prep-next/prep-shot
xinxzk,professional,Xi An Jiao Tong Da Xue ,CHN,"gh:prep-next/prep-shot,gh:pypsa/pypsa"
xinyang-che,academic,utrecht university,NLD,gh:tulipaenergy/tulipaenergymodel.jl
xinyang1991728,unknown,,,gh:curent/andes
xinyingking,unknown,,,"gh:e2niee/pandapower,gh:grid2op/grid2op,gh:matpower/matpower"
xiong-p,academic,,,"gh:anl-ceeesa/unitcommitment.jl,gh:lanl-ansi/powermodels.jl,gh:lanl-ansi/powermodelsannex.jl"
xiongchunyan0228,unknown,,,gh:prep-next/prep-shot
xiongdl,unknown,,,"gh:curent/andes,gh:natlabrockies/paraemt_public,gh:sogno-platform/dpsim"
xionghuichen,academic,nanjing university,CHN,gh:marvinler/pypownet
xiongjiederek,unknown,,,gh:etsap-times/times_model
xipeng-jin,academic,university of central florida,USA,gh:e2niee/pandapower
xiwang73,unknown,,,gh:natlabrockies/reopt.jl
xiwangxiang,unknown,,,gh:macroenergy/macroenergy.jl
xixihaha1995,academic,,,"gh:e2niee/pandapower,gh:pypsa/pypsa"
xiyg33,academic,guangdong university of technology,CHN,gh:matpower/matpower
xizhike,unknown,,,gh:curent/andes
xiziyue-lab,unknown,,,gh:grid-parity-exchange/egret
xjlcode,unknown,,,gh:curent/andes
xjtu-songxin,unknown,,,gh:prep-next/prep-shot
xjtu13,unknown,,,gh:grid2op/grid2op
xjxzff,unknown,,,gh:pypsa/pypsa
xknex,unknown,,,gh:akkudoktor-eos/eos
xlagor,industry,,DEU,gl:mosaik/mosaik
xlxs4,unknown,,,"gh:genxproject/genx.jl,gh:juliaenergy/powerdynamics.jl,gh:nrel-sienna/powersimulations.jl,gh:nrel-sienna/powersimulationsdynamics.jl"
xm-evanguo,unknown,,,gl:energyincities/python-ehub
xmShan2,unknown,,,gh:prep-next/prep-shot
xmattyshea,unknown,,USA,"gh:genxproject/genx.jl,gh:pencleanenergy/match-model,gh:pypsa/pypsa,gh:romulus97/capow_py36"
xmench,unknown,,,gh:natlabrockies/reeds-2.0
xmxxiong,academic,,,"gh:pypsa/pypsa,gh:sanpen/veragrid"
xqmoo8,unknown,,,gh:rwl/pypower
xqneko,academic,university of exeter,GBR,"gh:curent/andes,gh:microgridspy/microgridspy,gh:oemof/oemof-solph"
xrb12250,unknown,,,gh:sanpen/veragrid
xrixhon,unknown,,,gh:energyscope/energyscope
xsiviso,unknown,,,gh:akkudoktor-eos/eos
xtellurian,utility,orkestra energy,AUS,gh:unsw-ceem/nempy
xtruan,unknown,,,gl:fame-framework/fame-core
xtsun98,academic,,,gh:epgoxford/open
xuan1016,unknown,,,gh:prep-next/prep-shot
xuanlin2021,unknown,,,gh:matpower/matpower
xubosong,unknown,,,"gh:changgang/steps,gh:grid2op/grid2op,gh:matpower/matpower,gh:nrel-sienna/powersimulations.jl,gh:rwl/pypower,gh:yanzhaochang/psatools-python"
xud-yuan,academic,zhejiang university,CHN,"gh:e2niee/pandapower,gh:pypsa/pypsa"
xue202315,unknown,,,gh:epri-dev/opender
xuebei-tan,unknown,,,gh:pypsa/pypsa
xuefengzhang0534,unknown,,,gh:pypsa/pypsa
xuehua111,academic,dalian university of technology,CHN,gh:prep-next/prep-shot
xuejiaohan,unknown,,,"gh:e2niee/pandapower,gh:rebase-energy/enflow"
xuetutuxue,unknown,,,gh:e2niee/pandapower
xuhuachi,unknown,,,gh:pielube/messpy
xuhuitao26,unknown,,,gh:prep-next/prep-shot
xujin20506,professional,sjtu,CHN,"gh:changgang/steps,gh:gridoptics/gridpack,gh:sogno-platform/dpsim"
xukkx,unknown,,,gh:genxproject/genx.jl
xunyuw,unknown,,CHN,"gh:calliope-project/calliope,gh:e2niee/pandapower,gh:juliaenergy/powerdynamics.jl,gh:lkruitwagen/global-fossil-fuel-supply-chain,gh:oemof/oemof-solph,gh:powsybl/powsybl-core,gh:pypsa/pypsa,gh:rwl/pypower,gh:sanpen/veragrid"
xuqianwen92,unknown,,,"gh:lanl-ansi/powermodels.jl,gh:marvinler/pypownet,gh:pypsa/pypsa"
xuqingyu,academic,princeton university,USA,gh:genxproject/genx.jl
xuran-xu,academic,the hong kong polytechnic university,CHN,gh:powergridmodel/power-grid-model
xurongrong2023,academic,southern university of science and technology,CHN,"gh:genxproject/genx.jl,gh:natlabrockies/reeds-2.0"
xus-stack,unknown,,,"gh:e2niee/pandapower,gh:grid2op/grid2op,gh:pypsa/pypsa"
xuwkk,academic,imperial college london,GBR,"gh:curent/andes,gh:grid2op/grid2op,gh:matpower/matpower,gh:nrel-sienna/powersimulationsdynamics.jl,gh:rwl/pypower,gh:sanpen/veragrid,gh:spine-tools/spineopt.jl,gh:susantoj/pypower-dynamics"
xuxiang-hbc,unknown,,,gh:natlabrockies/sam
xuxiwang,unknown,,,gh:pypsa/pypsa
xuzhiqi1997,unknown,,,"gh:curent/andes,gh:e2niee/pandapower,gh:nrel-sienna/powersimulationsdynamics.jl"
xv235,unknown,,,"gh:manuvarkey/gelectrical,gh:sanpen/veragrid"
xwen-github,unknown,,,gh:etsap-times/times_model
xwu123,unknown,,,gl:dlr-ve/esy/amiris/amiris
xxDr34dxx,unknown,,,gh:manuvarkey/gelectrical
xxchen1,unknown,,,"gh:gh:adgefficiency/energy-py-linear,gh:natlabrockies/sam"
xxh0523,academic,tsinghua university,CHN,gh:changgang/steps
xxhgkyw,unknown,,,gh:matpower/matpower
xxhou8,unknown,,,gh:energyinnovation/eps-us
xxln,unknown,,,gh:pypsa/pypsa
xxm922,academic,qingdao university,CHN,gh:e2niee/pandapower
xxwu2023,unknown,,,gh:matpower/matpower
xxx4869,unknown,,,"gh:grid-parity-exchange/egret,gh:matpower/matpower"
xxxxxhc,unknown,,,gh:mesmo-dev/mesmo
xyangwu,unknown,,CHN,gh:pypsa/pypsa
xybsoft,unknown,,,gh:mzy2240/esa
xyccjd,unknown,,,gh:microgridspy/microgridspy
xycwxsgs,unknown,,,gh:prep-next/prep-shot
xyliu6666,academic,national university of singapore,SGP,gh:prep-next/prep-shot
xyuan,unknown,,,gh:erf-model/erf
xyzdbb,unknown,,,gh:akkudoktor-eos/eos
xzatkalik,industry,,,gh:manuvarkey/gelectrical
xzflin,professional,zju,CHN,"gh:adgefficiency/energy-py,gh:blue-marble/gridpath,gh:calliope-project/calliope,gh:flexiblepower/powermatcher,gh:gridoptics/gridpack,gh:nreca-bts/omf,gh:oemof/oemof-solph,gh:pnnl/tesp,gh:pypsa/pypsa,gh:tum-ens/urbs"
xzhan103,unknown,,,gh:curent/andes
y0unghwanhwang,unknown,,,gh:energyinnovation/eps-us
y2723li,unknown,,,gh:prep-next/prep-shot
yaacob3,unknown,,,gh:natlabrockies/pras
yabata,unknown,,DEU,"gh:tum-ens/rivus,gh:tum-ens/urbs,gh:tum-ewk/ficus"
yacoubii,academic,,,gh:flexiblepower/powermatcher
yacxnn,unknown,,,gh:natlabrockies/sam
yadudoc,academic,university of chicago,USA,gh:curent/andes
yagbu,unknown,,,gh:dynawo/dynawo
yahbluez,unknown,,DEU,gh:akkudoktor-eos/eos
yakpet2000,unknown,,,gh:assume-framework/assume
yama519,unknown,,DEU,"gh:mesmo-dev/mesmo,gh:pypsa/pypsa"
yamidibarra,academic,,DEU,gh:drafproject/draf
yamipu,academic,,,gh:matpower/matpower
yamiunkai,unknown,,,gh:pypsa/pypsa
yamizi,unknown,,,gh:e2niee/pandapower
yanbec,unknown,,DEU,gh:akkudoktor-eos/eos
yanchang-liang,unknown,,,"gh:curent/andes,gh:e2niee/pandapower,gh:epgoxford/open,gh:future-power-networks/simplus-grid-tool,gh:grid2op/grid2op,gh:natlabrockies/paraemt_public,gh:openipsl/openipsl,gh:powsybl/powsybl-core,gh:pypsa/pypsa,gh:rwl/pypower,gh:sanpen/veragrid,gh:sogno-platform/dpsim"
yanda1234,unknown,,,gh:matpower/matpower
yanfeifu,unknown,,CHN,gh:flexigis/flexigis
yang-kaidi,unknown,,,gh:prep-next/prep-shot
yang-mingquan,unknown,,,gh:prep-next/prep-shot
yang-new,unknown,,,"gh:adamgreenhall/minpower,gh:ames-market/psst,gh:blue-marble/gridpath,gh:e2niee/pandapower,gh:future-power-networks/simplus-grid-tool,gh:grid2op/grid2op,gh:gridoptics/gridpack,gh:idaholab/heron,gh:marvinler/pypownet,gh:matpower/matpower,gh:natlabrockies/sam,gh:openego/edisgo,gh:openego/ego,gh:sanpen/veragrid"
yang9501,unknown,,,gh:nreca-bts/omf
yangchaohao,unknown,,,gh:e2niee/pandapower
yangfann,unknown,,,"gh:e2niee/pandapower,gh:epri-dev/opender,gh:lanl-ansi/powermodels.jl,gh:manuvarkey/gelectrical,gh:matpower/matpower,gh:tum-ens/urbs"
yanghtr,unknown,,,gh:matpower/matpower
yangjhui,unknown,,,"gh:e2niee/pandapower,gh:grid2op/grid2op"
yangmingmei,academic,xi'an jiaotong univercity,,"gh:curent/andes,gh:grid2op/grid2op,gh:lanl-ansi/powermodels.jl,gh:natlabrockies/h2integrate,gh:pypsa/pypsa"
yangqiu91,unknown,,,gh:blue-marble/gridpath
yangx456,unknown,,,gh:idaholab/heron
yangxnn,professional,didi,CHN,gh:e2niee/pandapower
yangzhaogit,unknown,,,gh:mesmo-dev/mesmo
yangzihan-2,academic,southeast university,CHN,gh:pypsa/pypsa
yanhong258,unknown,,,gh:prep-next/prep-shot
yannickkirste,unknown,,,gh:akkudoktor-eos/eos
yanxb37,academic,tianjin university,CHN,gh:pypsa/pypsa
yanzhaochang,unknown,,,"gh:changgang/steps,gh:yanzhaochang/psatools-python"
yanzhipingliu,industry,s&p energy solution llc,,gh:pypsa/pypsa
yaodexin,unknown,,,gh:sanpen/veragrid
yaolong-meta,unknown,,,gh:e2niee/pandapower
yaowenqiang,professional,t8t,CHN,gh:pypsa/pypsa
yapanliu,academic,fraunhofer usa,USA,"gh:akkudoktor-eos/eos,gh:matpower/matpower"
yaramasv,academic,university of colorado denver,USA,gh:lanl-ansi/powermodels.jl
yardasol,academic,,,gh:arfc/osier
yaruzhangiiasa,unknown,,,gh:iiasa/message_ix
yasaman-nt,unknown,,ITA,"gh:osemosys/osemosys,gh:pypsa/pypsa"
yashgk,industry,,IND,gh:iiasa/message_ix
yashsamit,unknown,,,gh:temoaproject/temoa
yashvimalhotra,unknown,,,gh:natlabrockies/reeds-2.0
yasirroni,academic,university of melbourne | arpst-unimelb,AUS,"gh:ames-market/psst,gh:anl-ceeesa/unitcommitment.jl,gh:changgang/steps,gh:curent/andes,gh:e2niee/pandapower,gh:epri-dev/opender,gh:future-power-networks/simplus-grid-tool,gh:genxproject/genx.jl,gh:grid-parity-exchange/egret,gh:gridoptics/gridpack,gh:juliaenergy/powerdynamics.jl,gh:lanl-ansi/powermodels.jl,gh:matpower/matpower,gh:matpower/most,gh:mzy2240/esa,gh:natlabrockies/paraemt_public,gh:natlabrockies/pras,gh:nrel-sienna/powersimulations.jl,gh:nrel-sienna/powersimulationsdynamics.jl,gh:osemosys/osemosys,gh:pnnl/exago,gh:pnnl/tesp,gh:powergridmodel/power-grid-model,gh:powsybl/powsybl-core,gh:powsybl/powsybl-open-loadflow,gh:pypsa/pypsa,gh:rwl/pypower,gh:sanpen/veragrid,gh:sogno-platform/dpsim"
yasirroni-au,academic,the university of melbourne,AUS,"gh:sienna-platform/powersimulations.jl,gh:sienna-platform/powersimulationsdynamics.jl"
yasmas95,unknown,,,gh:powsybl/powsybl-core
yasmineboudihaj,unknown,,,gh:pypsa/pypsa
yasminemabdelfattah,academic,university of prince edward island/ universities of canada,EGY,gh:osemosys/osemosys
yasser508,unknown,,,gh:pielube/messpy
yassineennassiri,unknown,,,gh:natlabrockies/sam
yassinuaimee,academic,,,gh:pypsa/pypsa
yasstec,unknown,,,gh:powsybl/powsybl-core
yaya-cloud,unknown,,,"gh:future-power-networks/simplus-grid-tool,gh:matpower/matpower,gh:natlabrockies/mafrit,gh:sogno-platform/dpsim"
yayima,unknown,,CHN,"gh:blue-marble/gridpath,gh:curent/andes,gh:dynawo/dynawo,gh:genxproject/genx.jl,gh:grid-parity-exchange/egret,gh:microgridspy/microgridspy,gh:natlabrockies/pysam,gh:natlabrockies/sam,gh:powergridmodel/power-grid-model,gh:powsybl/powsybl-core,gh:pypsa/pypsa,gh:switch-model/switch"
yazidmunsari,unknown,,,gh:powergridmodel/power-grid-model
ybiao-he,unknown,,,gh:grid2op/grid2op
yboulkaid,unknown,,,gh:osemosys/osemosys
ybyoon,unknown,,,gh:critical-infrastructure-systems-lab/pownet
yc2984,unknown,,NLD,gh:pypsa/pypsa
ychoi-atop,professional,atop cloud,,"gh:assume-framework/assume,gh:powsybl/powsybl-core,gh:pypsa/pypsa"
ychung66,unknown,,,gh:sienna-platform/powersimulations.jl
ycrossx,unknown,,,gh:assume-framework/assume
ydj1989591,unknown,,,gh:e2niee/pandapower
ydlu,unknown,,,gh:sanpen/veragrid
ye97,unknown,,,gh:pypsa/pypsa
yechenyan,academic,reiner lemoine institute,DEU,gh:sanpen/veragrid
yedi78,unknown,,,gh:rebase-energy/enflow
yeesian,professional,googlers,,"gh:lanl-ansi/powermodels.jl,gh:lanl-ansi/powermodelsannex.jl,gh:pypsa/pypsa"
yenwel,industry,,BEL,gh:lkruitwagen/global-fossil-fuel-supply-chain
yerbol-akhmetov,professional,open energy transition,KAZ,gh:pypsa/pypsa
yescicheng,unknown,,,gh:e2niee/pandapower
yesen001,unknown,,,gh:e2niee/pandapower
yeus,industry,xyntopia llc,USA,"gh:natlabrockies/pysam,gh:natlabrockies/sam"
yeyida,unknown,,,"gh:energy-modelling-toolkit/dispa-set,gh:pypsa/pypsa"
yezil3,academic,,,gh:e2niee/pandapower
ygongWHU,unknown,,,gh:prep-next/prep-shot
yguonrel,research,national renewable energy laboratory,USA,gh:natlabrockies/gear-scoup
ygz94426,unknown,,,gh:switch-model/switch
yhc-05,unknown,,,gh:akkudoktor-eos/eos
yhcinhust,unknown,,,"gh:changgang/steps,gh:e2niee/pandapower,gh:mbheinen/bpa-ipf-tsp,gh:rwl/pypower,gh:susantoj/pypower-dynamics"
yhr-code,unknown,,,gh:e2niee/pandapower
yhwu,unknown,,,"gh:gridoptics/gridpack,gh:lanl-ansi/powermodels.jl,gh:rwl/pypower"
yhy0258,academic,jinan university,CHN,"gh:matpower/matpower,gh:nrel-sienna/powersimulationsdynamics.jl"
yi-xin-w,unknown,,,"gh:pypsa/pypsa,gh:susantoj/pypower-dynamics"
yibaoj,academic,shandong university,CHN,"gh:blue-marble/gridpath,gh:curent/andes,gh:e2niee/pandapower,gh:genxproject/genx.jl,gh:grid-parity-exchange/egret,gh:lanl-ansi/powermodels.jl,gh:matpower/matpower,gh:natlabrockies/paraemt_public,gh:powsybl/pypowsybl,gh:pypsa/pypsa,gh:sanpen/veragrid,gh:sogno-platform/dpsim"
yichen88,unknown,,,"gh:powsybl/powsybl-core,gh:powsybl/powsybl-open-loadflow,gh:powsybl/pypowsybl"
yicuer,unknown,,,gh:g-pst/inertia
yidan888,unknown,,,"gh:adgefficiency/energy-py,gh:grid2op/grid2op"
yidouqi,unknown,,,gh:energyinnovation/eps-us
yifang-zhu-pge,industry,general electric,USA,gh:blue-marble/gridpath
yifanz1125,academic,imperial college london,,"gh:curent/andes,gh:future-power-networks/simplus-grid-tool"
yifeihsu,academic,new york university,USA,"gh:matpower/matpower,gh:sanpen/veragrid"
yifengzhong98,unknown,,,"gh:e2niee/pandapower,gh:osemosys/osemosys"
yifueve,unknown,,,gh:genxproject/genx.jl
yihezj,unknown,,,gh:sei-international/nemomod.jl
yijiangh,academic,eth zurich,,gh:sienna-platform/powersimulations.jl
yijiangli,unknown,,,gh:e2niee/pandapower
yijiangtian,unknown,,,gh:antaressimulatorteam/antares_simulator
yijiangwen-1991,unknown,,,gh:grid-parity-exchange/egret
yile-dev,unknown,,,gh:sanpen/veragrid
yiliu-eaton,unknown,,,gh:natlabrockies/reopt.jl
yilunchen27,unknown,,,"gh:pypsa/pypsa,gh:tum-ens/urbs"
yim0331,research,argonne national laboratory,USA,gh:dss-extensions/dss_capi
yin-cell,unknown,,,gh:rahmankhorramfar91/jpong
yinongsun,unknown,,,gh:natlabrockies/pras
yinshilidao,unknown,,,gh:prep-next/prep-shot
yinyinguai455,unknown,,,gh:e2niee/pandapower
yinyue01,unknown,,,"gh:chengts95/rustpower,gh:natlabrockies/paraemt_public,gh:sogno-platform/dpsim"
yiqiaowang-arch,academic,eth zurich,CHE,gh:calliope-project/calliope
yiqifeiyang,unknown,,,gh:matpower/matpower
yitongshang2021,academic,the hong kong university of science and technology,CHN,gh:tum-ens/hamlet
yiujams,unknown,,,gh:pnnl/tesp
yiwanba,unknown,,,gh:pypsa/pypsa
yixingxu,unknown,,,gh:breakthrough-energy/reise.jl
yiyaayiy,academic,,,"gh:lkruitwagen/global-fossil-fuel-supply-chain,gh:natlabrockies/reeds-2.0"
yiyi1991,unknown,,,gh:iiasa/message_ix
yizhi37,academic,the pennsylvania state university,USA,gh:flexigis/flexigis
yji0728,unknown,,,gh:akkudoktor-eos/eos
yjy18291405285,unknown,,,gh:genxproject/genx.jl
yk0817,unknown,,,gh:kiedanski/pymarket
ykqTHU,academic,tsinghua university,,gh:matpower/matpower
ylbrylbr,professional,stategrid_beijingkd,CHN,"gh:powsybl/powsybl-core,gh:sanpen/veragrid"
ylic204,academic,central south university,CHN,gh:e2niee/pandapower
yliu-xjtu,unknown,,,gh:grid2op/grid2op
yliu250,unknown,,,gh:gridoptics/gridpack
yliu33,unknown,,,gh:e2niee/pandapower
yliuutk,unknown,,,gh:gridoptics/gridpack
ylm518,unknown,,,"gh:adamgreenhall/minpower,gh:e2niee/pandapower,gh:future-power-networks/simplus-grid-tool,gh:matpower/matpower,gh:pypsa/pypsa,gh:thales1330/psp"
ylp-fairy,unknown,,,gh:oemof/oemof-solph
ylu283,unknown,,,"gh:gmlc-dispatches/dispatches,gh:grid-parity-exchange/egret"
ymbkxc,unknown,,,gh:pypsa/pypsa
ymiftah,unknown,,,"gh:anl-ceeesa/unitcommitment.jl,gh:e2niee/pandapower,gh:genxproject/genx.jl,gh:grid2op/grid2op,gh:lanl-ansi/powermodels.jl,gh:nrel-sienna/powersimulations.jl,gh:sanpen/veragrid,gh:spine-tools/spineopt.jl,gh:unsw-ceem/nempy"
ymizero,unknown,,,gh:spine-tools/spineopt.jl
ymranx,industry,,IND,gh:akkudoktor-eos/eos
ymsbr,unknown,,,gh:pypsa/pypsa
ymseo-dongwoo,unknown,,,gh:future-power-networks/simplus-grid-tool
yngtdd,unknown,,,gh:pypsa/pypsa
ynilsiam,unknown,,,gh:natlabrockies/sam
yns0671,academic,odtu (orta dogu teknik universitesi),TUR,gh:sanpen/veragrid
yoelcortes,academic,,USA,gh:macroenergy/macroenergy.jl
yogee11,unknown,,,gh:akkudoktor-eos/eos
yogeshVU,unknown,,,"gh:nreca-bts/omf,gh:pnnl/tesp"
yojul,academic,,FRA,gh:grid2op/grid2op
yokoszn,unknown,,AUS,"gh:grid2op/grid2op,gh:pypsa/pypsa"
yond4im,industry,heig-vd-ie,CHE,"gh:e2niee/pandapower,gh:fzj-iek3-vsa/fine,gh:ipese/reho,gh:pypsa/pypsa,gh:spf-ost/optihood"
yongchull,industry,,USA,gh:pypsa/pypsa
yonggao,unknown,,,"gh:e2niee/pandapower,gh:pypsa/pypsa"
yonggaradit,utility,quadrant,,gh:pypsa/pypsa
yonghongchen8,unknown,,,gh:sienna-platform/powersimulations.jl
yongp14,unknown,,,gh:anl-ceeesa/unitcommitment.jl
yoonghm,academic,ngee ann polytechnic,SGP,"gh:e2niee/pandapower,gh:pypsa/pypsa"
yopuedoiralbano,unknown,,,"gh:assume-framework/assume,gh:grid-parity-exchange/egret,gh:lanl-ansi/powermodels.jl,gh:microgridspy/microgridspy,gh:nreca-bts/omf"
yorick-navara,unknown,,,gh:powergridmodel/power-grid-model
yoshimo,unknown,,,gh:akkudoktor-eos/eos
yosinn1-blip,unknown,,,gh:e2niee/pandapower
youainti,academic,,,gh:idaholab/heron
youceftoumi-tech,unknown,,,gh:pypsa/pypsa
yougnen,unknown,,,gh:e2niee/pandapower
youheze,unknown,,,gh:grid2op/grid2op
youjinyu,unknown,,,gh:oemof/oemof-solph
youjoinit,professional,Da Shu Ju Lian Meng ,CHN,gh:pypsa/pypsa
youlec,unknown,,,"gh:e2niee/pandapower,gh:pypsa/pypsa,gh:sanpen/veragrid"
youlseol,unknown,,,gh:akkudoktor-eos/eos
younes2808,industry,,NOR,gh:curent/andes
young-hwanlee,unknown,,,gh:matpower/matpower
youngGaf,professional,pixels-hub,,gh:onsset/onsset
youngleeq,unknown,,,gh:natlabrockies/sam
youngsomehow,unknown,,,"gh:critical-infrastructure-systems-lab/pownet,gh:curent/andes,gh:marvinler/pypownet,gh:matpower/matpower,gh:natlabrockies/mafrit,gh:richard-weinhold/pomato"
yourliuyang,unknown,,,gh:etsap-times/times_model
yousefazizi1982,industry,,,"gh:lanl-ansi/powermodels.jl,gh:powergridmodel/power-grid-model"
youss-taouil,unknown,,,gh:manuvarkey/gelectrical
youyoucloud2024,unknown,,,"gh:genxproject/genx.jl,gh:prep-next/prep-shot"
yovitza,unknown,,,gh:oemof/oemof-solph
yoyolu1124,unknown,,,gh:natlabrockies/reeds-2.0
ypoleto,academic,,BRA,gh:ie3-institute/powersystemdatamodel
ypwong22,unknown,,,"gh:iiasa/message_ix,gh:prep-next/prep-shot"
yq-nus,academic,national university of singapore,,gh:prep-next/prep-shot
yragnos,industry,harmony re,USA,gh:natlabrockies/sam
yrgabriel,academic,dartmouth college,USA,gh:pnnl/tesp
yshime,unknown,,,gh:natlabrockies/pysam
ysnbogt,unknown,,,"gh:genxproject/genx.jl,gh:nrel-sienna/powersimulations.jl"
yt-li,academic,xi'an jiaotong university,CHN,gh:future-power-networks/simplus-grid-tool
yu-sc,unknown,,,gh:rwl/pypower
yu-yikai,unknown,,,"gh:natlabrockies/paraemt_public,gh:pypsa/pypsa,gh:sogno-platform/dpsim"
yu-z15,unknown,,,gh:prep-next/prep-shot
yuanchima,academic,"shenzhen institute of advanced technology, chinese academy of sciences",CHN,gh:natlabrockies/sam
yuanchs,industry,,,"gh:bje-/nemo,gh:changgang/steps,gh:curent/andes,gh:dss-extensions/dss_capi,gh:e2niee/pandapower,gh:gridoptics/gridpack,gh:juliaenergy/powerdynamics.jl,gh:lanl-ansi/powermodels.jl,gh:matpower/most,gh:mbheinen/bpa-ipf-tsp,gh:natlabrockies/paraemt_public,gh:nrel-sienna/powersimulationsdynamics.jl,gh:pypsa/pypsa,gh:sanpen/veragrid,gh:sogno-platform/dpsim"
yuanhao12,unknown,,,gh:openipsl/openipsl
yuanji113,unknown,,,gh:mzy2240/esa
yuanliang-ma,unknown,,,gh:marvinler/pypownet
yuanpf123,academic,hefei university of technology,CHN,"gh:grid2op/grid2op,gh:marvinler/pypownet"
yuanshi76,professional,lanzhoujiaotonguniversity,,"gh:ahalev/python-microgrid,gh:e2niee/pandapower,gh:sogno-platform/dpsim"
yuanxzMST,unknown,,,gh:prep-next/prep-shot
yuanzhi0515,unknown,,,"gh:ahalev/python-microgrid,gh:chrisyeh96/sustaingym,gh:e2niee/pandapower,gh:genxproject/genx.jl,gh:grid2op/grid2op,gh:pypsa/pypsa,gh:rwl/pypower"
yuanzhongchen,unknown,,,gh:e2niee/pandapower
yuanzhongqiao,unknown,,,"gh:e2niee/pandapower,gh:pypsa/pypsa"
yuanzy97,industry,,,"gh:changgang/steps,gh:critical-infrastructure-systems-lab/pownet,gh:curent/andes,gh:dss-extensions/dss_capi,gh:epri-dev/opender,gh:juliaenergy/powerdynamics.jl,gh:matpower/matpower,gh:mbheinen/bpa-ipf-tsp,gh:natlabrockies/emerge,gh:nrel-sienna/powersimulationsdynamics.jl,gh:openipsl/openipsl,gh:pnnl/tesp,gh:pypsa/pypsa,gh:rwl/pypower,gh:sanpen/veragrid,gh:sogno-platform/dpsim"
yubeitsai,unknown,,,gh:osemosys/osemosys
yucheng9,academic,goldman sachs,USA,gh:grid2op/grid2op
yuchunhao123,unknown,,,"gh:gh:adgefficiency/energy-py-linear,gh:sanpen/veragrid"
yudagioogo,unknown,,SGP,gh:e2niee/pandapower
yudairiver,unknown,,,gh:grid2op/grid2op
yudylan,unknown,,,"gh:adgefficiency/energy-py,gh:energy-modelling-toolkit/dispa-set"
yueXiao2,unknown,,,gh:unsw-ceem/nempy
