username,classification,company,location,repos
julmag,unknown,,,gh:akkudoktor-eos/eos
julza03,unknown,,,gh:antaressimulatorteam/antares_simulator
jumbokh,academic,fzfu.edu.cn,CHN,"gh:e2niee/pandapower,gh:pypsa/pypsa"
junbozhao,academic,virginia tech,USA,"gh:epri-dev/opender,gh:natlabrockies/paraemt_public,gh:pypsa/pypsa,gh:sanpen/veragrid,gh:sogno-platform/dpsim"
junchen93,unknown,,,"gh:curent/andes,gh:e2niee/pandapower,gh:grid2op/grid2op,gh:marvinler/pypownet,gh:matpower/matpower,gh:pypsa/pypsa"
juncienf,unknown,,,gh:oemof/oemof-solph
junekiwi,industry,ipinfo,FRA,gh:lkruitwagen/global-fossil-fuel-supply-chain
junglegobs,academic,https://www.mech.kuleuven.be/en/tme/research/energy-systems-integration-modeling/people/00128861,,"gh:lanl-ansi/powermodels.jl,gh:sei-international/nemomod.jl,gh:spine-tools/spineopt.jl"
junjie-zh,unknown,,DEU,"gh:openipsl/openipsl,gh:sogno-platform/dpsim"
junmuz,unknown,,,gh:e2niee/pandapower
junohang,unknown,,,gh:e2niee/pandapower
junot-hub,unknown,,,gh:manuvarkey/gelectrical
junukitashepard,academic,,,gh:iiasa/message_ix
junwucs,professional,,DNK,gh:marvinler/pypownet
junyang0412,unknown,,,gh:changgang/steps
junzengx14,academic,university of california berkeley,USA,gh:mesmo-dev/mesmo
junzhangE3,industry,"energy & environmental economics, inc",USA,"gh:genxproject/genx.jl,gh:pnnl/exago"
jurasofish,unknown,,AUS,"gh:curent/andes,gh:e2niee/pandapower,gh:pypsa/pypsa,gh:sanpen/veragrid,gh:susantoj/pypower-dynamics,gh:unsw-ceem/nempy"
jureen-dominique-sese,academic,,,gh:manuvarkey/gelectrical
jurgenonland,unknown,,,gh:flexiblepower/powermatcher
juri1305,industry,,DEU,gh:akkudoktor-eos/eos
juseraru,unknown,,,gh:grid2op/grid2op
just-cameron,industry,letta-ai,USA,gh:tulipaenergy/tulipaenergymodel.jl
justb81,unknown,,,gh:akkudoktor-eos/eos
justicelee,unknown,,,"gh:grid2op/grid2op,gh:thales1330/psp,gh:villasframework/node"
justin0721,unknown,,,gh:flexiblepower/powermatcher
justine-louis,unknown,,,gh:e2niee/pandapower
justinhohner,unknown,,,"gh:natlabrockies/pysam,gh:slacgismo/tess"
justnielsen,professional,added values p/s,DNK,gh:transient-official/transient-lib
jvaldiv,unknown,,,gh:e2niee/pandapower
jvalinsky,unknown,,,gh:lanl-ansi/powermodels.jl
jvdgeest-tno,unknown,,,gh:flexiblepower/powermatcher
jvestell,professional,grant county pud,,gh:pypsa/pypsa
jvgkr,unknown,,,gh:assume-framework/assume
jw3126,unknown,,DEU,gh:juliaenergy/powerdynamics.jl
jwadsack-e3,unknown,,,gh:e3-/resolve
jwatsonnm,unknown,,,gh:grid-parity-exchange/egret
jwclimate,unknown,,,"gh:iiasa/message_ix,gh:osemosys/osemosys"
jwende,unknown,,,"gh:akkudoktor-eos/eos,gh:genxproject/genx.jl"
jwhart9-svg,unknown,,,gh:calliope-project/calliope
jwiemer112,academic,fraunhofer iee,,"gh:e2niee/pandapower,gh:manuvarkey/gelectrical,gh:powsybl/pypowsybl"
jwinter6,industry,steinbrenner laborsysteme gmbh,DEU,gh:akkudoktor-eos/eos
jwveysey,academic,stockholm environment institute,,gh:sei-international/nemomod.jl
jwy9mp6xcs-create,unknown,,,gh:eiagov/bluesky
jx-xiong,unknown,,,"gh:anl-ceeesa/unitcommitment.jl,gh:pnnl/exago"
jxZhu2,unknown,,,"gh:grid-parity-exchange/egret,gh:pypsa/pypsa"
jxiong22,unknown,,,gh:curent/andes
jxkbt,unknown,,,gh:eliagroup/toop
jxw124230,unknown,,,gh:idaholab/hybrid
jxyaalto,unknown,,,gh:grid2op/grid2op
jy-silent,unknown,,,gh:pypsa/pypsa
jy369c14,academic,tsinghua university,CHN,gh:openipsl/openipsl
jye-lim,unknown,,SGP,gh:prep-next/prep-shot
jysw980,unknown,,,gh:critical-infrastructure-systems-lab/pownet
jywang2016,unknown,,CHN,gh:calliope-project/calliope
jzmichal,unknown,,USA,gh:nreca-bts/omf
jzn11159,industry,,USA,"gh:natlabrockies/reeds-2.0,gh:tum-ens/urbs"
jzwar,academic,,,gh:akkudoktor-eos/eos
jzy1258294,unknown,,,gh:natlabrockies/mafrit
k-okosun,unknown,,,gh:fzj-iek3-vsa/fine
k00000000,unknown,,,gh:e2niee/pandapower
k10blogger,unknown,,,gh:natlabrockies/sam
k1nshuk,research,national renewable energy laboratory,,gh:natlabrockies/hopp
k2bd,industry,,GBR,gh:lkruitwagen/global-fossil-fuel-supply-chain
kSperczynski,unknown,,,gh:tulipaenergy/tulipaenergymodel.jl
kTelaar,unknown,,,gh:spine-tools/spineopt.jl
kaanyurtseven,academic,ku leuven / energyville,BEL,gh:eliagroup/toop
kaarthiksundar,research,los alamos national laboratory,USA,"gh:lanl-ansi/powermodels.jl,gh:lanl-ansi/powermodelsannex.jl"
kadiiiri,unknown,,NLD,"gh:powergridmodel/power-grid-model,gh:powsybl/powsybl-open-loadflow"
kaelodd,professional,inview,GRC,gh:oemof/oemof-solph
kagalenko-m-b,unknown,,,"gh:juliaenergy/joulia.jl,gh:lanl-ansi/powermodels.jl,gh:matpower/matpower,gh:nrel-sienna/powersimulationsdynamics.jl"
kago76,unknown,,DEU,gh:akkudoktor-eos/eos
kahemker,unknown,,,gh:natlabrockies/pysam
kahn-jms,industry,hal-systems-au,AUS,gh:gh:adgefficiency/energy-py-linear
kahyami,unknown,,,gh:powsybl/powsybl-core
kai-zheng,unknown,,,"gh:dynawo/dynawo,gh:idaholab/hybrid"
kaiATtum,unknown,,,gh:mesmo-dev/mesmo
kaiding-ucb,unknown,,,gh:pypsa/pypsa
kairat-beep,unknown,,,gh:lanl-ansi/powermodels.jl
kais-siala,academic,potsdam institute for climate change impacts,DEU,gh:tum-ens/urbs
kaiser-data,academic,,DEU,gh:fzj-iek3-vsa/fine
kaisherxy,unknown,,,gh:natlabrockies/sam
kaitlyn-loftus,professional,leap-stc,USA,gh:erf-model/erf
kaiweiy,unknown,,,gh:pypsa/pypsa
kaixiangfeng,unknown,,,gh:oemof/oemof-solph
kaiyiweb,industry,"xi'an kaiyi network technology co., ltd",CHN,gh:pypsa/pypsa
kaklise,research,sandia national laboratories,,gh:e2niee/pandapower
kalebsm,unknown,,,"gh:genxproject/genx.jl,gh:natlabrockies/pras,gh:natlabrockies/reeds-2.0"
kalhansb,academic,,GBR,gh:matpower/matpower
kalinathk,unknown,,USA,"gh:curent/andes,gh:matpower/matpower"
kalpaniosu,unknown,,,gh:sienna-platform/powersimulationsdynamics.jl
kalsheh2,unknown,,,"gh:e2niee/pandapower,gh:pypsa/pypsa"
kaltakovae,unknown,,,gh:powsybl/powsybl-core
kalyan1370,unknown,,,gh:sogno-platform/dpsim
kamal0013,academic,university of maryland,USA,"gh:blue-marble/gridpath,gh:critical-infrastructure-systems-lab/pownet,gh:romulus97/capow_py36,gh:switch-model/switch"
kamaladekola,unknown,,NLD,"gh:pypsa/pypsa,gh:richard-weinhold/pomato,gh:tulipaenergy/tulipaenergymodel.jl"
kamalchapagain,academic,kathmandu university,NPL,gh:unsw-ceem/nempy
kamathhrishi,industry,,USA,gh:adgefficiency/energy-py
kamil-kaczmarek,professional,ray-project,USA,gh:grid2op/grid2op
kamilchlosta,academic,bold pl,POL,"gh:lvorspel/digripy,gh:sanpen/veragrid"
kamilien1,professional,gridtech ip,USA,"gh:adamgreenhall/minpower,gh:calliope-project/calliope,gh:tum-ens/urbs"
kamuichan80,academic,university of kansas,KOR,"gh:natlabrockies/pysam,gh:natlabrockies/sam"
kandersolar,research,sandia national laboratories,,"gh:natlabrockies/pysam,gh:natlabrockies/sam"
kang-nj,unknown,,,gh:grid2op/chronix2grid
kangqiu,unknown,,,gh:genxproject/genx.jl
kangvcar,academic,,CHN,gh:iiasa/message_ix
kangwenhao,unknown,,,gh:e2niee/pandapower
kapasi1234,academic,national institute of wind energy,IND,gh:genxproject/genx.jl
karabiberym,unknown,,DEU,gh:dynawo/dynawo
karasinski,academic,,USA,gh:pypsa/pypsa
karatekid2501,unknown,,,gh:e2niee/pandapower
karbon0x,unknown,,USA,gh:genxproject/genx.jl
karemete7,unknown,,,gh:natlabrockies/sam
karima9119,academic,,USA,"gh:adgefficiency/energy-py,gh:e2niee/pandapower,gh:pypsa/pypsa"
karimali5,unknown,,,gh:erf-model/erf
karimelbana,professional,independent consultant,DEU,"gh:pypsa/pypsa,gh:quintel/etmodel"
karldw,unknown,,,gh:switch-model/switch
karoljarzabek0,academic,,,gh:pypsa/pypsa
karolmitraszewski,unknown,,,gh:pypsa/pypsa
kartasasmita,unknown,,,gh:pypsa/pypsa
kartlars,unknown,,,gh:e2niee/pandapower
kartoza,industry,,ZAF,gh:onsset/onsset
karuna-bhaila,academic,university of arkansas,USA,gh:rwl/pypower
karuneshm95,unknown,,,gh:pnnl/tesp
kasheex,unknown,,,gh:curent/andes
kaskranenburgQ,unknown,,,"gh:quintel/etengine,gh:quintel/etmodel"
kasparm,unknown,,,"gh:breakthrough-energy/reise.jl,gh:matpower/matpower,gh:matpower/most,gh:rwl/pypower"
kasraus,unknown,,,gh:prayas-energy/rumi
kastnerp,academic,georgia tech,USA,gh:energyinnovation/eps-us
katesnelson,academic,university of missouri,USA,gh:natlabrockies/pras
katgraham27,unknown,,,"gh:genxproject/genx.jl,gh:richard-weinhold/pomato"
kathdzrz-dev,unknown,,,gh:blue-marble/gridpath
katherinedykes,unknown,,,gh:natlabrockies/hopp
kathjordan,academic,,USA,gh:temoaproject/temoa
kathjordan17,unknown,,,gh:temoaproject/temoa
kathvargasr,unknown,,,gh:antaressimulatorteam/antares_simulator
katiepurnell,unknown,,,gh:opencemorg/opencem
katrinleinweber,professional,gitlabhq,not found,gh:calliope-project/calliope
katronai,unknown,,,gh:gridfm/gridfm-graphkit
katsuzakitomohiro,academic,university of fukui,JPN,"gh:anl-ceeesa/unitcommitment.jl,gh:e2niee/pandapower,gh:grid2op/grid2op,gh:lanl-ansi/powermodels.jl,gh:matpower/matpower,gh:natlabrockies/sam,gh:pypsa/pypsa"
katyhon,unknown,,,gh:matpower/matpower
katyhuff,academic,university of illinois at urbana - champaign,USA,gh:arfc/osier
katyusha-nonna,academic,xi'an jiaotong university,,gh:pypsa/pypsa
kaufe,unknown,,,gh:akkudoktor-eos/eos
kaupau,unknown,,USA,gh:pypsa/pypsa
kaust-merge,academic,,SAU,gh:nreca-bts/omf
kavs26,unknown,,NLD,"gh:dgusain1/energysim,gh:e2niee/pandapower,gh:grid2op/grid2op,gh:pypsa/pypsa"
kavvkon,academic,,GRC,"gh:adgefficiency/energy-py,gh:energy-modelling-toolkit/dispa-set"
kawamataryo,academic,,,gh:sanpen/veragrid
kayaraski,industry,,,gh:tum-ens/urbs
kayneluo-hd,unknown,,,gh:pypsa/pypsa
kaznagasawa,unknown,,,gh:tum-ens/urbs
kbakcgi,unknown,,,gh:flexiblepower/powermatcher
kbareiss,unknown,,,gh:tum-ens/urbs
kbartucco,professional,web designs by kim_b,,gh:e2niee/pandapower
kbensafta,unknown,,,gh:e2niee/pandapower
kbrcke,unknown,,,gh:oemof/oemof-solph
kbrunik,unknown,,,"gh:natlabrockies/h2integrate,gh:natlabrockies/hopp"
kbuenave,unknown,,,gh:e2niee/pandapower
kcant,unknown,,,gh:natlabrockies/sam
kcerva,academic,,,"gh:epgoxford/open,gh:lkruitwagen/global-fossil-fuel-supply-chain"
kcosta1,unknown,,,gh:idaholab/hybrid
kdavies4,utility,energy quotient(tm),USA,gh:e2niee/pandapower
kdayday,unknown,,,"gh:sienna-platform/powersimulations.jl,gh:sienna-platform/powersimulationsdynamics.jl"
kdccst,unknown,,,gh:rl-institut/multi-vector-simulator
kdcornejoc,academic,universidad nacional mayor de san marcos,PER,"gh:e2niee/pandapower,gh:juliaenergy/powerdynamics.jl,gh:nrel-sienna/powersimulations.jl,gh:oemof/oemof-solph,gh:powergridmodel/power-grid-model,gh:pypsa/pypsa,gh:sanpen/veragrid"
kdeldycke,industry,,,"gh:lkruitwagen/global-fossil-fuel-supply-chain,gh:pypsa/pypsa"
kdhayal,unknown,,IND,"gh:lanl-ansi/powermodels.jl,gh:nrel-sienna/powersimulations.jl,gh:openego/edisgo,gh:openipsl/openipsl,gh:pypsa/pypsa"
kdheepak,unknown,,CAN,"gh:ames-market/psst,gh:dss-extensions/dss_capi,gh:e2niee/pandapower,gh:grid-parity-exchange/egret,gh:iit-energysystemmodels/opentepes,gh:lanl-ansi/powermodels.jl,gh:natlabrockies/coral,gh:natlabrockies/emerge,gh:natlabrockies/gear-scoup,gh:natlabrockies/h2integrate,gh:natlabrockies/hopp,gh:natlabrockies/hybridbosse,gh:natlabrockies/mafrit,gh:natlabrockies/paraemt_public,gh:natlabrockies/pras,gh:natlabrockies/pysam,gh:natlabrockies/reeds-2.0,gh:natlabrockies/reopt.jl,gh:natlabrockies/rodeo,gh:natlabrockies/sam,gh:natlabrockies/wpgnn,gh:nlr-distribution-suite/erad,gh:nrel-sienna/powersimulations.jl,gh:nrel-sienna/powersimulationsdynamics.jl,gh:nrel-sienna/powersystemsinvestments.jl,gh:rwl/pypower,gh:tulipaenergy/tulipaenergymodel.jl"
kdmonroe,unknown,,USA,gh:sanpen/veragrid
kdogx,unknown,,,gh:richard-weinhold/pomato
kdschlosser,unknown,,USA,gh:bje-/nemo
kdtsh,unknown,,,gh:unsw-ceem/nempy
kduchrow,unknown,,DEU,gh:akkudoktor-eos/eos
kec1510,unknown,,,gh:pypsa/pypsa
keegan-at-terawatt,professional,terawatt infrastructure,CAN,gh:pypsa/pypsa
keeganmjgreen,industry,terawatt infrastructure,CAN,gh:pypsa/pypsa
keegit,unknown,,USA,gh:dss-extensions/dss_capi
keh9mark,industry,ekra it .ltd,RUS,"gh:e2niee/pandapower,gh:manuvarkey/gelectrical,gh:sanpen/veragrid"
keithmoffat,unknown,,,gh:e2niee/pandapower
keithwym,professional,Xi Bei Min Zu Da Xue ,,gh:prep-next/prep-shot
kellan04,unknown,,CHN,"gh:pypsa/pypsa,gh:sanpen/veragrid"
kellydosocorro,academic,,BRA,gh:pypsa/pypsa
kelu124,industry,,FRA,gh:oemof/oemof-solph
kemaldemirag,unknown,,,"gh:andrewlyden/pylesa,gh:e2niee/pandapower,gh:pypsa/pypsa,gh:sanpen/veragrid"
kemets,professional,imec-idlab,BEL,gh:flexiblepower/powermatcher
kemi2805,unknown,,DEU,gh:pypsa/pypsa
kenanbacak,unknown,,,gh:akkudoktor-eos/eos
kenjgibson,industry,software professional,USA,gh:epri-dev/opender
kenjishiraishi,academic,university of california berkeley,,gh:switch-model/switch
kenkeiter,industry,,USA,gh:pypsa/pypsa
kennedy-mindermann,unknown,,,"gh:natlabrockies/reeds-2.0,gh:nrel-sienna/powersimulations.jl,gh:nrel-sienna/powersimulationsdynamics.jl,gh:nrel-sienna/powersystemsinvestments.jl"
kennethfungch,unknown,,,gh:pypsa/pypsa
kennnnnnn23,unknown,,,gh:prep-next/prep-shot
kennyvinente,unknown,,,"gh:anl-ceeesa/unitcommitment.jl,gh:lanl-ansi/powermodels.jl,gh:lanl-ansi/powermodelsannex.jl,gh:rwl/pypower"
kenplusplus,industry,intel,CHN,gh:oemof/oemof-solph
kenziejudson,unknown,,,"gl:energyincities/python-ehub,gl:sesit/copper"
ker168,unknown,,,gh:pypsa/pypsa
keremakdemir,research,pacific northwest national laboratory,USA,"gh:genxproject/genx.jl,gh:pypsa/pypsa"
kershawbrown,unknown,,USA,gh:natlabrockies/sam
kerstenr,unknown,,,gh:akkudoktor-eos/eos
kersulis,professional,ercot,USA,"gh:blue-marble/gridpath,gh:lanl-ansi/powermodels.jl,gh:lanl-ansi/powermodelsannex.jl,gh:matpower/matpower,gh:rwl/pypower"
keshava,professional,disco,USA,"gh:matpower/matpower,gh:osemosys/osemosys,gh:rwl/pypower"
keshavaspanda,unknown,,,"gh:drafproject/draf,gh:mesmo-dev/mesmo"
ketanbj,unknown,,,gh:grid2op/grid2op
ketchalegend,industry,,DEU,gh:akkudoktor-eos/eos
ketchum2019,unknown,,,gh:marvinler/pypownet
ketriel,unknown,,,gh:natlabrockies/reeds-2.0
keul,industry,bopen,ITA,gh:pypsa/pypsa
keurek,unknown,,,gh:natlabrockies/reeds-2.0
kev300,unknown,,,gh:akkudoktor-eos/eos
kevbenjam,unknown,,,gh:akkudoktor-eos/eos
kevin-kruse,unknown,,,"gh:e2niee/pandapower,gh:lanl-ansi/powermodels.jl"
kevin-wang-uchi,academic,university of chicago,USA,gh:slacgismo/tess
kevin7070,unknown,,,gh:manuvarkey/gelectrical
kevinPoliPoli,unknown,,,gl:mosaik/mosaik
kevinbdsouza,academic,,,gh:iiasa/message_ix
kevinkirchhof,unknown,,DEU,gh:akkudoktor-eos/eos
kevinleahy-switchdin,unknown,,,gh:gh:adgefficiency/energy-py-linear
kevinmilis,unknown,,,gh:tum-ens/urbs
kevinpan45,unknown,,CHN,gh:powsybl/pypowsybl
kevinsa5,utility,,,gh:natlabrockies/sam
kevinsegal,industry,segal industries,USA,gh:akkudoktor-eos/eos
kevinvdbekerom,unknown,,,gh:powergridmodel/power-grid-model
kevinveragoo,unknown,,,gh:mesmo-dev/mesmo
kexinda,unknown,,,gh:blue-marble/gridpath
keyafs,unknown,,,gh:genxproject/genx.jl
kfnt-eiko,unknown,,,"gh:changgang/steps,gh:curent/andes,gh:future-power-networks/simplus-grid-tool"
kfriesth,unknown,,,gh:powsybl/powsybl-core
kgantchev,industry,ameru.ai,BGR,gh:powergridmodel/power-grid-model
kglass,unknown,,,gh:gridoptics/gridpack
kha0s-tickler,unknown,,,gh:lanl-ansi/powermodels.jl
khade217,professional,dvibe,,gh:akkudoktor-eos/eos
khaeru,research,international institute for applied systems analysis,AUT,gh:iiasa/message_ix
khalida,professional,igs,GBR,gh:pypsa/pypsa
khanht8,unknown,,,gh:akkudoktor-eos/eos
khannurien,research,lab-sticc,FRA,gh:energyscope/energyscope
khashashin,industry,,CHE,"gh:natlabrockies/sam,gh:oemof/oemof-solph"
khasmammadov,unknown,,,gh:etsap-times/times_model
khavernathy,unknown,,,"gh:natlabrockies/pysam,gh:natlabrockies/sam"
khelfen,industry,50hertz transmission gmbh,DEU,"gh:openego/edisgo,gh:openego/ego,gh:pypsa/pypsa"
khinkelman,academic,university of vermont,,gh:openipsl/openipsl
khmic,unknown,,,gh:curent/andes
khoderj,unknown,,,gh:adgefficiency/energy-py
khrt,unknown,,NLD,gh:pypsa/pypsa
khurrumsaleem,professional,pieas,PAK,gh:idaholab/hybrid
ki511,unknown,,,"gh:matpower/matpower,gh:rwl/pypower"
kibaekkim,research,argonne national laboratory,USA,"gh:anl-ceeesa/unitcommitment.jl,gh:lanl-ansi/powermodels.jl"
kickstage,industry,,HRV,gh:e2niee/pandapower
kiedanski,industry,tryolabs,URY,"gh:e2niee/pandapower,gh:kiedanski/pymarket"
kieranfung,research,national renewable energy laboratory,USA,gh:natlabrockies/sam
kiijeonghoo,academic,nanjing university,CHN,"gh:anl-ceeesa/unitcommitment.jl,gh:grid-parity-exchange/egret"
kikannelle,unknown,,,gh:iiasa/message_ix
kilian-hub,unknown,,,gh:transient-official/transient-lib
kilianp14,unknown,,,gh:pypsa/pypsa
killer0071234,industry,strabag infrastructure & safety solutions gmbh,AUT,gh:akkudoktor-eos/eos
killthekitten,unknown,,,gh:powsybl/powsybl-core
kilofarad,unknown,,,gh:nreca-bts/omf
kilojoules,unknown,,,gh:natlabrockies/wpgnn
kilteris,unknown,,,"gh:genxproject/genx.jl,gh:pypsa/pypsa,gh:rebase-energy/enflow"
kim-mskw,professional,karlsruher institut fur technologie,,gh:assume-framework/assume
kimjintae9011,unknown,,,gh:iiasa/message_ix
kimte72,unknown,,,gh:rwl/pypower
kinbo1111,academic,,,gh:akkudoktor-eos/eos
kingsing,unknown,,,"gh:adamgreenhall/minpower,gh:e2niee/pandapower,gh:pypsa/pypsa,gh:rwl/pypower,gh:sanpen/veragrid,gh:susantoj/pypower-dynamics"
kiplabat,industry,,,"gh:onsset/onsset,gh:osemosys/osemosys"
kipovic,unknown,,,gh:akkudoktor-eos/eos
kir-grach,academic,,,gh:iiasa/message_ix
kiran-mysore,unknown,,SWE,gh:iiasa/message_ix
kiran27teja,unknown,,,"gh:nlr-distribution-suite/erad,gh:pypsa/pypsa"
kiranch219,unknown,,,gh:powergridmodel/power-grid-model
kiranshila,industry,,USA,gh:juliaenergy/joulia.jl
kiryph,unknown,,DEU,gh:akkudoktor-eos/eos
kislyuk,industry,openai,USA,gh:lkruitwagen/global-fossil-fuel-supply-chain
kissyh,academic,weixin middle school,,gh:akkudoktor-eos/eos
kit-hplp,unknown,,ARE,"gh:adgefficiency/energy-py,gh:antaressimulatorteam/antares_simulator,gh:energy-modelling-toolkit/dispa-set,gh:grid-parity-exchange/egret"
kitajusSus,unknown,,POL,gh:lanl-ansi/powermodels.jl
kittokin,unknown,,,gh:temoaproject/temoa
kittyone33,unknown,,,gh:prep-next/prep-shot
kivo360,financial,,USA,"gh:lanl-ansi/powermodels.jl,gh:nrel-sienna/powersimulations.jl,gh:nrel-sienna/powersimulationsdynamics.jl"
kjackwest,unknown,,,gh:bje-/nemo
kjain167,unknown,,,gh:natlabrockies/reeds-2.0
kjkattke,unknown,,,gh:natlabrockies/sam
kjose1,unknown,,,gh:e2niee/pandapower
kjossul,unknown,,,gh:e2niee/pandapower
kjozsef84,unknown,,,gh:akkudoktor-eos/eos
kjsauer,unknown,,,gh:natlabrockies/sam
kkarthik11,unknown,,,"gh:ie3-institute/powersystemdatamodel,gh:ie3-institute/simona"
kkaya674,unknown,,,gh:tulipaenergy/tulipaenergymodel.jl
kkeunbyeol,unknown,,,gh:natlabrockies/sam
kkiny,unknown,,,gh:pnnl/exago
kkjb,unknown,,,gh:matpower/matpower
kknez,unknown,,,gh:matpower/matpower
kknos,unknown,,DEU,gh:fzj-iek3-vsa/fine
kkostashatz,unknown,,,gh:pypsa/pypsa
kkozersk,unknown,,,gh:spine-tools/spineopt.jl
kkpan11,industry,,TWN,gh:manuvarkey/gelectrical
kksharma3951,academic,concordia university,CAN,gh:erf-model/erf
kkyong77,government,pacific northwest national laboratory,USA,gh:natlabrockies/pras
klasrocket,unknown,,,gh:akkudoktor-eos/eos
klaus24,unknown,,,gh:natlabrockies/sam
klaustopher,professional,opf,DEU,gh:akkudoktor-eos/eos
kleini,professional,open-xchange,DEU,gh:akkudoktor-eos/eos
klesaulnier,unknown,,,gh:powsybl/powsybl-core
klfrick2,research,idaho national laboratory,,"gh:gmlc-dispatches/dispatches,gh:idaholab/heron,gh:idaholab/hybrid"
klingAle,industry,"wuppertal institut fur klima, umwelt, energie",DEU,gh:transition-zero/tz-osemosys
klitiqako,financial,,,gh:rwl/pypower
kloeffler,unknown,,,gl:dlr-ve/esy/remix/framework
klopetx,unknown,,,gh:pypsa/pypsa
klorel,unknown,,,gh:antaressimulatorteam/antares_simulator
klunico,unknown,,,gh:akkudoktor-eos/eos
klywa,professional,gdu,CHN,gh:marvinler/pypownet
kma33,unknown,,USA,"gh:breakthrough-energy/reise.jl,gh:energyinnovation/eps-us,gh:etsap-times/times_model,gh:genxproject/genx.jl,gh:natlabrockies/reeds-2.0,gh:pypsa/pypsa,gh:sanpen/veragrid"
kman2022,unknown,,,"gh:natlabrockies/pysam,gh:pypsa/pypsa"
kmax12,unknown,,USA,"gh:blue-marble/gridpath,gh:pencleanenergy/match-model"
kmcelwee,academic,,USA,gh:nreca-bts/omf
kmongird,research,pacific northwest national laboratory,USA,gh:pnnl/tesp
kmplngj,unknown,,DEU,gh:akkudoktor-eos/eos
kmprashant92,unknown,,,gh:genxproject/genx.jl
kmruehl,research,sandia national laboratories,USA,gh:natlabrockies/sam
knallio,unknown,,,gh:tum-ens/urbs
kndehaan,unknown,,,"gh:quintel/etengine,gh:quintel/etmodel,gh:quintel/pyetm"
kngms,unknown,,DEU,"gh:grid2op/chronix2grid,gh:marvinler/pypownet"
knightad10,unknown,,,gh:pnnl/exago
knightnight93,unknown,,,gh:epri-dev/opender
knoxsp,unknown,,,gh:pypsa/pypsa
knraj,unknown,,,gh:iiasa/message_ix
knut0815,unknown,,,"gh:calliope-project/calliope,gh:e2niee/pandapower,gh:fraukewiese/renpass,gh:oemof/oemof-solph,gh:osemosys/osemosys,gh:pypsa/pypsa,gh:reegis/deflex,gh:robbiemorrison/deeco,gh:rwl/pypower,gh:sanpen/veragrid,gh:tum-ewk/ficus"
knva,academic,,CHN,gh:pypsa/pypsa
kobakaku,unknown,,USA,gh:pypsa/pypsa
kobong8,unknown,,,gh:idaholab/hybrid
koemman,unknown,,,gh:e2niee/pandapower
koen-vg,academic,stanford university,,gh:pypsa/pypsa
koenhelwegen,academic,"dutch connectome lab, vu",NLD,gh:quintel/etmodel
koenigderorangen,unknown,,,"gh:energymodelsx/energymodelsbase.jl,gh:flixopt/flixopt,gh:tulipaenergy/tulipaenergymodel.jl"
koepfle07,unknown,,,gh:akkudoktor-eos/eos
koharris,unknown,,,gh:chrisyeh96/sustaingym
kokasi,unknown,,,gh:pypsa/pypsa
kokel,unknown,,DEU,gh:akkudoktor-eos/eos
kollera,unknown,,,gh:akkudoktor-eos/eos
komar1987,academic,utrecht university,NLD,gh:calliope-project/calliope
koneill-lboro,academic,,GBR,"gh:idaholab/heron,gh:idaholab/hybrid,gh:pypsa/pypsa,gh:spine-tools/spineopt.jl"
konosubakonoakua,academic,imp  bosch  caep  uestc,IND,gh:curent/andes
konradkiss,unknown,,,gh:assume-framework/assume
konradtrinh,unknown,,,gh:osemosys/osemosys
konradzawadka,unknown,,DEU,gh:natlabrockies/sam
konsath,unknown,,,gh:pypsa/pypsa
konstantinblaesi,unknown,,DEU,gh:akkudoktor-eos/eos
koolhand,professional,paradoxus,AUS,gh:pypsa/pypsa
kor-GEMS,unknown,,,gh:iiasa/message_ix
korlynx,academic,unaichi.chinonso gmail.com,GBR,gh:flexigis/flexigis
kornerc,academic,austrian institute of technology - ait,AUT,"gh:ait-energy/iesopt.jl,gh:curent/andes,gh:e2niee/pandapower,gh:powergridmodel/power-grid-model"
korol100podd,unknown,,,gh:e2niee/pandapower
korolr,industry,,IND,gh:lanl-ansi/powermodels.jl
korridor,industry,,AUT,gh:matpower/matpower
kosaka90,government,pacific northwest national laboratory,USA,gh:erf-model/erf
kosmylo,unknown,,,"gh:assume-framework/assume,gh:e2niee/pandapower"
kostemplays,academic,,,"gh:genxproject/genx.jl,gh:macroenergy/macroenergy.jl"
kostialjn,unknown,,,gh:grid2op/grid2op
kotarbinski,unknown,,,gh:natlabrockies/hopp
kotutuloro,industry,,NLD,gh:pypsa/pypsa
kotze2801,unknown,,,gh:iiasa/message_ix
koudicz,unknown,,CZE,gh:manuvarkey/gelectrical
koukiMohamed,unknown,,,gh:dynawo/dynawo
kousu,professional,ets,CAN,gh:matpower/matpower
kpphalak,unknown,,,"gh:adgefficiency/energy-py,gh:gh:adgefficiency/energy-py-linear"
kptkip,unknown,,,gh:akkudoktor-eos/eos
krachwal,unknown,,USA,gh:grid2op/grid2op
krahl,unknown,,DEU,gh:akkudoktor-eos/eos
krammey,academic,carnegie mellon university,,gh:switch-model/switch
kravitsjacob,unknown,,,"gh:e2niee/pandapower,gh:natlabrockies/sam"
krdosier,unknown,,,"gh:e2niee/pandapower,gh:powsybl/powsybl-core"
kreativmonkey,professional,puzzle,DEU,gh:akkudoktor-eos/eos
kreecha,professional,banpu,THA,gh:unsw-ceem/nempy
krharrison,academic,university of newcastle,AUS,gh:e2niee/pandapower
krishammel,unknown,,,gh:e2niee/pandapower
